Retailer,Region,State,City,Product,Price per Unit,Units Sold,Operating Profit,Sales Method,Total Sales,Date
Sports Direct,South,Texas,Dallas,Women's Street Footwear,44,254,670.56,Online,11176,9/18/2021
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,41,254,624.84,Online,10414,9/8/2021
West Gear,West,California,San Francisco,Women's Apparel,60,254,304.8,Outlet,15240,1/23/2021
Sports Direct,South,Texas,Dallas,Women's Street Footwear,47,254,477.52,Outlet,11938,9/30/2021
Kohl's,West,California,Los Angeles,Men's Street Footwear,47,252,592.2,Online,11844,5/1/2021
West Gear,Northeast,New York,Albany,Men's Street Footwear,44,252,665.28,Online,11088,3/8/2021
Amazon,Midwest,Ohio,Columbus,Men's Street Footwear,63,252,793.8,Online,15876,7/9/2021
Amazon,South,Alabama,Birmingham,Women's Street Footwear,30,250,3000,Outlet,7500,10/14/2021
Foot Locker,Midwest,Missouri,St. Louis,Women's Athletic Footwear,25,250,2500,In-store,6250,2/18/2021
Foot Locker,Midwest,Missouri,St. Louis,Women's Street Footwear,25,250,2187.5,In-store,6250,10/18/2021
West Gear,West,Utah,Salt Lake City,Women's Athletic Footwear,25,250,2500,In-store,6250,3/10/2021
West Gear,West,Utah,Salt Lake City,Women's Athletic Footwear,20,250,2000,In-store,5000,4/11/2021
Amazon,Midwest,Ohio,Columbus,Women's Street Footwear,30,250,3000,Online,7500,2/22/2021
Amazon,Southeast,Kentucky,Louisville,Women's Street Footwear,35,250,3500,Online,8750,3/21/2021
Walmart,South,Arkansas,Little Rock,Women's Athletic Footwear,20,250,2000,Online,5000,2/21/2021
Walmart,South,Arkansas,Little Rock,Men's Apparel,35,250,3062.5,Online,8750,3/19/2021
West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,35,250,3062.5,Online,8750,2/21/2021
West Gear,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,20,250,1750,Online,5000,3/19/2021
West Gear,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,250,1500,Online,3750,9/19/2021
West Gear,South,Oklahoma,Oklahoma City,Men's Apparel,25,250,2187.5,Online,6250,9/19/2021
Kohl's,South,Oklahoma,Oklahoma City,Men's Apparel,35,250,3062.5,Online,8750,1/16/2021
Kohl's,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25,250,2187.5,Online,6250,2/14/2021
Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,10,250,875,Online,2500,3/12/2021
Kohl's,Midwest,Kansas,Wichita,Women's Apparel,25,250,2187.5,Online,6250,3/12/2021
Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,35,250,3062.5,Online,8750,5/12/2021
Kohl's,Midwest,Kansas,Wichita,Women's Street Footwear,15,250,1312.5,Online,3750,9/12/2021
Sports Direct,Midwest,North Dakota,Fargo,Men's Athletic Footwear,35,250,2625,In-store,8750,6/9/2021
Foot Locker,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30,250,2625,In-store,7500,1/6/2021
Foot Locker,Midwest,North Dakota,Fargo,Women's Street Footwear,20,250,1500,In-store,5000,1/6/2021
Foot Locker,Midwest,North Dakota,Fargo,Women's Apparel,30,250,3000,In-store,7500,1/6/2021
Foot Locker,Midwest,Iowa,Des Moines,Women's Apparel,15,250,1500,In-store,3750,2/6/2021
Foot Locker,Midwest,Iowa,Des Moines,Women's Apparel,20,250,2000,In-store,5000,3/5/2021
Foot Locker,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35,250,3062.5,In-store,8750,10/6/2021
West Gear,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30,250,2625,In-store,7500,1/3/2021
West Gear,Midwest,Iowa,Des Moines,Women's Street Footwear,20,250,1500,In-store,5000,1/3/2021
West Gear,Midwest,Iowa,Des Moines,Women's Apparel,30,250,3000,In-store,7500,1/3/2021
West Gear,Midwest,Wisconsin,Milwaukee,Women's Apparel,15,250,1500,In-store,3750,2/3/2021
West Gear,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,30,250,2625,In-store,7500,9/4/2021
West Gear,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,25,250,2187.5,In-store,6250,2/10/2021
West Gear,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,35,250,3500,In-store,8750,10/10/2021
West Gear,Northeast,West Virginia,Charleston,Men's Athletic Footwear,30,250,3000,In-store,7500,4/17/2021
West Gear,Northeast,West Virginia,Charleston,Women's Street Footwear,20,250,2000,In-store,5000,4/17/2021
West Gear,Northeast,West Virginia,Charleston,Women's Street Footwear,25,250,2500,In-store,6250,9/18/2021
Kohl's,Northeast,New Jersey,Newark,Women's Apparel,35,250,3500,In-store,8750,4/7/2021
Sports Direct,Northeast,New Jersey,Newark,Women's Street Footwear,30,250,2250,In-store,7500,2/5/2021
Sports Direct,Northeast,Connecticut,Hartford,Women's Street Footwear,30,250,2250,In-store,7500,3/3/2021
Sports Direct,Northeast,Rhode Island,Providence,Women's Street Footwear,30,250,1875,In-store,7500,1/17/2021
Sports Direct,Northeast,Massachusetts,Boston,Women's Athletic Footwear,35,250,2187.5,In-store,8750,2/15/2021
West Gear,Northeast,New York,Albany,Men's Street Footwear,62,250,930,Online,15500,8/9/2021
Foot Locker,West,Idaho,Boise,Women's Street Footwear,46,250,575,Online,11500,8/8/2021
Foot Locker,Southeast,South Carolina,Charleston,Women's Apparel,65,250,975,Online,16250,6/7/2021
Sports Direct,Southeast,North Carolina,Charlotte,Men's Street Footwear,53,250,662.5,Online,13250,9/2/2021
West Gear,West,California,San Francisco,Men's Athletic Footwear,63,248,624.96,Online,15624,1/7/2021
West Gear,West,California,San Francisco,Women's Street Footwear,62,248,768.8,Online,15376,1/14/2021
West Gear,Northeast,New York,Albany,Men's Street Footwear,42,248,624.96,Online,10416,4/9/2021
West Gear,South,Louisiana,New Orleans,Men's Street Footwear,58,248,719.2,Online,14384,6/17/2021
Foot Locker,Southeast,Georgia,Atlanta,Women's Street Footwear,29,248,287.68,Online,7192,1/9/2021
Foot Locker,Southeast,South Carolina,Charleston,Women's Street Footwear,51,248,505.92,Online,12648,7/5/2021
West Gear,West,California,San Francisco,Women's Street Footwear,51,248,505.92,Outlet,12648,1/20/2021
West Gear,West,California,San Francisco,Women's Street Footwear,39,248,290.16,Outlet,9672,1/26/2021
Kohl's,West,California,Los Angeles,Men's Street Footwear,31,248,384.4,Outlet,7688,4/7/2021
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,22,248,218.24,Outlet,5456,9/5/2021
Sports Direct,South,Texas,Dallas,Men's Street Footwear,34,248,337.28,Outlet,8432,9/22/2021
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,39,248,386.88,Outlet,9672,10/17/2021
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,39,248,483.6,Outlet,9672,5/15/2021
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,40,248,496,Outlet,9920,10/7/2021
Walmart,Southeast,Florida,Orlando,Women's Apparel,74,248,917.6,Outlet,18352,6/17/2021
Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,49,248,486.08,Outlet,12152,12/23/2021
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,28,248,277.76,Outlet,6944,7/10/2021
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,27,248,334.8,Outlet,6696,8/11/2021
West Gear,South,Louisiana,New Orleans,Women's Apparel,80,248,793.6,Outlet,19840,6/17/2021
West Gear,South,Louisiana,New Orleans,Men's Athletic Footwear,67,248,830.8,Outlet,16616,7/16/2021
West Gear,South,Louisiana,New Orleans,Men's Athletic Footwear,52,248,515.84,Outlet,12896,12/16/2021
West Gear,West,Idaho,Boise,Women's Apparel,39,248,580.32,Outlet,9672,6/4/2021
Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,41,248,406.72,Outlet,10168,7/25/2021
Foot Locker,Southeast,Georgia,Atlanta,Women's Street Footwear,21,248,156.24,Outlet,5208,2/7/2021
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,50,247,494,Online,12350,5/8/2021
West Gear,Northeast,New York,Albany,Men's Street Footwear,59,247,874.38,Online,14573,7/8/2021
Kohl's,West,Wyoming,Cheyenne,Men's Street Footwear,46,247,681.72,Online,11362,6/12/2021
West Gear,West,California,San Francisco,Women's Athletic Footwear,46,247,454.48,Outlet,11362,1/15/2021
West Gear,West,California,San Francisco,Women's Athletic Footwear,39,247,288.99,Outlet,9633,1/27/2021
West Gear,West,California,San Francisco,Women's Street Footwear,40,247,296.4,Outlet,9880,2/7/2021
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,12,247,118.56,Outlet,2964,4/3/2021
West Gear,West,Idaho,Boise,Men's Athletic Footwear,22,247,217.36,Outlet,5434,5/5/2021
Foot Locker,Southeast,Georgia,Atlanta,Men's Apparel,35,247,345.8,Outlet,8645,1/9/2021
Foot Locker,Southeast,Georgia,Atlanta,Men's Athletic Footwear,27,247,266.76,Outlet,6669,2/7/2021
Kohl's,West,Wyoming,Cheyenne,Men's Street Footwear,38,246,560.88,Online,9348,3/10/2021
Kohl's,West,Wyoming,Cheyenne,Men's Street Footwear,45,246,774.9,Online,11070,5/10/2021
Sports Direct,Southeast,North Carolina,Charlotte,Men's Street Footwear,41,246,605.16,Online,10086,5/2/2021
Kohl's,South,Oklahoma,Oklahoma City,Women's Street Footwear,25,245,2450,Online,6125,11/20/2021
West Gear,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,35,245,2572.5,In-store,8575,11/3/2021
West Gear,West,California,San Francisco,Men's Athletic Footwear,59,245,433.65,Online,14455,1/13/2021
Sports Direct,South,Alabama,Birmingham,Women's Apparel,50,245,857.5,Online,12250,9/5/2021
West Gear,Northeast,New York,Albany,Men's Street Footwear,59,245,867.3,Online,14455,12/8/2021
Sports Direct,Southeast,North Carolina,Charlotte,Men's Street Footwear,42,245,514.5,Online,10290,10/4/2021
West Gear,West,California,San Francisco,Men's Apparel,43,245,526.75,Outlet,10535,2/15/2021
Foot Locker,Southeast,South Carolina,Charleston,Women's Apparel,66,244,1127.28,Online,16104,7/5/2021
Foot Locker,Southeast,South Carolina,Charleston,Men's Street Footwear,50,244,732,Online,12200,10/7/2021
Sports Direct,Southeast,North Carolina,Charlotte,Men's Street Footwear,64,244,780.8,Online,15616,12/2/2021
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,50,243,486,Online,12150,5/26/2021
Foot Locker,Southeast,South Carolina,Charleston,Men's Athletic Footwear,54,243,656.1,Online,13122,8/6/2021
West Gear,West,California,San Francisco,Men's Street Footwear,51,241,491.64,Online,12291,1/24/2021
West Gear,West,Idaho,Boise,Women's Street Footwear,46,241,665.16,Online,11086,7/6/2021
Kohl's,West,California,Los Angeles,Men's Street Footwear,43,240,516,Online,10320,4/7/2021
Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,51,240,612,Online,12240,5/16/2021
Sports Direct,South,Alabama,Birmingham,Women's Apparel,56,240,1075.2,Online,13440,9/11/2021
Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,83,240,796.8,Online,19920,8/24/2021
West Gear,South,Louisiana,New Orleans,Men's Street Footwear,69,240,828,Online,16560,12/16/2021
Foot Locker,Southeast,South Carolina,Charleston,Men's Apparel,64,240,614.4,Online,15360,7/5/2021
West Gear,West,California,San Francisco,Men's Apparel,44,240,633.6,Outlet,10560,1/16/2021
Kohl's,West,California,Los Angeles,Men's Street Footwear,28,240,336,Outlet,6720,3/13/2021
Kohl's,West,California,Los Angeles,Men's Street Footwear,32,240,384,Outlet,7680,4/13/2021
Kohl's,West,California,Los Angeles,Women's Street Footwear,33,240,396,Outlet,7920,4/27/2021
Sports Direct,South,Texas,Dallas,Women's Apparel,43,240,619.2,Outlet,10320,9/27/2021
Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,20,240,192,Outlet,4800,4/4/2021
Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,32,240,384,Outlet,7680,4/10/2021
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,46,240,662.4,Outlet,11040,10/6/2021
Foot Locker,Southeast,Virginia,Richmond,Men's Athletic Footwear,53,240,508.8,Outlet,12720,8/24/2021
West Gear,West,Oregon,Portland,Men's Street Footwear,43,240,412.8,Outlet,10320,6/24/2021
West Gear,West,Idaho,Boise,Women's Apparel,33,240,475.2,Outlet,7920,5/5/2021
Foot Locker,West,Idaho,Boise,Men's Street Footwear,40,240,384,Outlet,9600,12/4/2021
Foot Locker,West,Idaho,Boise,Men's Athletic Footwear,41,240,492,Outlet,9840,12/4/2021
West Gear,South,Louisiana,New Orleans,Men's Athletic Footwear,77,239,920.15,Online,18403,8/17/2021
Foot Locker,Southeast,Georgia,Atlanta,Women's Apparel,37,239,530.58,Online,8843,1/9/2021
Sports Direct,South,Texas,Dallas,Women's Street Footwear,46,239,439.76,Outlet,10994,10/18/2021
Sports Direct,West,Idaho,Boise,Women's Apparel,44,239,630.96,Outlet,10516,8/8/2021
Kohl's,West,California,Los Angeles,Men's Street Footwear,41,238,487.9,Online,9758,4/25/2021
West Gear,Northeast,New York,Albany,Men's Street Footwear,50,238,714,Online,11900,9/8/2021
Kohl's,Northeast,New York,Albany,Men's Street Footwear,37,238,528.36,Online,8806,2/12/2021
Sports Direct,Southeast,North Carolina,Charlotte,Men's Street Footwear,46,238,547.4,Online,10948,6/4/2021
Kohl's,West,California,Los Angeles,Women's Apparel,49,238,233.24,Outlet,11662,5/24/2021
Walmart,Southeast,Florida,Orlando,Women's Street Footwear,60,238,428.4,Outlet,14280,6/17/2021
Walmart,Southeast,Florida,Orlando,Women's Street Footwear,72,238,514.08,Outlet,17136,7/16/2021
Kohl's,West,New Mexico,Albuquerque,Men's Street Footwear,44,238,418.88,Outlet,10472,12/25/2021
Foot Locker,South,Mississippi,Jackson,Men's Street Footwear,27,238,257.04,Outlet,6426,5/16/2021
West Gear,South,Arkansas,Little Rock,Men's Street Footwear,55,238,654.5,Outlet,13090,12/19/2021
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,43,238,409.36,Outlet,10234,7/19/2021
West Gear,West,California,San Francisco,Men's Street Footwear,51,236,601.8,Online,12036,1/30/2021
West Gear,West,California,San Francisco,Men's Athletic Footwear,58,236,273.76,Online,13688,2/6/2021
Sports Direct,South,Tennessee,Knoxville,Women's Apparel,49,236,809.48,Online,11564,4/14/2021
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,31,236,292.64,Outlet,7316,8/24/2021
Sports Direct,South,Texas,Dallas,Women's Apparel,33,236,467.28,Outlet,7788,10/3/2021
Sports Direct,South,Texas,Dallas,Women's Apparel,51,236,722.16,Outlet,12036,10/15/2021
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,28,236,264.32,Outlet,6608,6/21/2021
West Gear,Southeast,Florida,Orlando,Men's Street Footwear,44,234,514.8,Online,10296,2/10/2021
West Gear,West,California,San Francisco,Men's Apparel,64,233,894.72,Online,14912,1/16/2021
West Gear,West,California,San Francisco,Women's Apparel,72,233,503.28,Online,16776,1/17/2021
West Gear,West,California,San Francisco,Women's Street Footwear,52,233,484.64,Online,12116,2/13/2021
Sports Direct,South,Texas,Dallas,Women's Apparel,56,233,913.36,Online,13048,9/27/2021
Sports Direct,South,Texas,Dallas,Women's Apparel,65,233,1060.15,Online,15145,10/21/2021
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,41,233,573.18,Online,9553,4/21/2021
Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,54,233,754.92,Online,12582,4/22/2021
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,56,233,782.88,Online,13048,10/6/2021
Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,53,233,617.45,Online,12349,6/24/2021
West Gear,West,Oregon,Portland,Men's Athletic Footwear,76,233,885.4,Online,17708,8/24/2021
Foot Locker,West,Idaho,Boise,Men's Street Footwear,54,233,629.1,Online,12582,12/4/2021
Foot Locker,Southeast,South Carolina,Charleston,Women's Athletic Footwear,44,233,410.08,Online,10252,8/6/2021
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,50,233,582.5,Online,11650,7/19/2021
West Gear,West,California,San Francisco,Men's Athletic Footwear,51,233,356.49,Outlet,11883,1/1/2021
Kohl's,West,California,Los Angeles,Women's Street Footwear,35,233,326.2,Outlet,8155,4/21/2021
Sports Direct,South,Texas,Dallas,Men's Street Footwear,13,233,121.16,Outlet,3029,9/4/2021
Sports Direct,South,Tennessee,Knoxville,Men's Street Footwear,29,233,337.85,Outlet,6757,4/21/2021
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,35,233,407.75,Outlet,8155,9/1/2021
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,27,233,314.55,Outlet,6291,9/12/2021
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,39,233,454.35,Outlet,9087,9/13/2021
Foot Locker,Southeast,Virginia,Richmond,Men's Street Footwear,37,233,344.84,Outlet,8621,6/24/2021
Sports Direct,Southeast,Virginia,Richmond,Men's Street Footwear,23,233,267.95,Outlet,5359,1/19/2021
West Gear,West,Oregon,Portland,Men's Athletic Footwear,56,233,521.92,Outlet,13048,12/23/2021
West Gear,West,Idaho,Boise,Men's Street Footwear,31,233,288.92,Outlet,7223,6/4/2021
Foot Locker,West,Idaho,Boise,Men's Street Footwear,38,233,354.16,Outlet,8854,8/8/2021
Walmart,South,Arkansas,Little Rock,Men's Street Footwear,43,233,500.95,Outlet,10019,8/20/2021
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,51,232,473.28,Online,11832,5/14/2021
Sports Direct,Midwest,Michigan,Detroit,Men's Street Footwear,42,232,584.64,Online,9744,9/15/2021
Foot Locker,Southeast,South Carolina,Charleston,Women's Apparel,52,232,723.84,Online,12064,9/5/2021
Amazon,Midwest,Ohio,Columbus,Men's Street Footwear,49,232,568.4,Online,11368,6/11/2021
Kohl's,West,California,Los Angeles,Women's Street Footwear,34,232,315.52,Outlet,7888,5/3/2021
Kohl's,West,California,Los Angeles,Women's Apparel,44,232,204.16,Outlet,10208,5/30/2021
Sports Direct,South,Texas,Dallas,Men's Street Footwear,38,232,440.8,Outlet,8816,9/28/2021
Sports Direct,South,Tennessee,Knoxville,Women's Apparel,40,232,649.6,Outlet,9280,4/26/2021
Foot Locker,West,Idaho,Boise,Women's Apparel,47,232,654.24,Outlet,10904,12/4/2021
Walmart,South,Mississippi,Jackson,Men's Street Footwear,40,232,371.2,Outlet,9280,9/16/2021
Kohl's,West,California,Los Angeles,Men's Street Footwear,49,231,565.95,Online,11319,5/19/2021
Sports Direct,South,Texas,Dallas,Men's Street Footwear,41,231,473.55,Online,9471,9/16/2021
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,56,231,646.8,Online,12936,10/17/2021
West Gear,West,Idaho,Boise,Women's Apparel,55,231,762.3,Online,12705,6/4/2021
Foot Locker,Southeast,South Carolina,Charleston,Women's Street Footwear,50,231,462,Online,11550,8/6/2021
Sports Direct,Southeast,South Carolina,Charleston,Men's Street Footwear,33,231,381.15,Online,7623,1/6/2021
Sports Direct,Southeast,North Carolina,Charlotte,Women's Apparel,67,231,928.62,Online,15477,6/4/2021
Sports Direct,Southeast,North Carolina,Charlotte,Women's Apparel,54,231,748.44,Online,12474,8/3/2021
Amazon,Southeast,North Carolina,Charlotte,Men's Street Footwear,32,231,369.6,Online,7392,2/11/2021
Amazon,Midwest,Ohio,Columbus,Men's Street Footwear,27,231,311.85,Online,6237,3/9/2021
Amazon,Midwest,Ohio,Columbus,Men's Street Footwear,70,231,808.5,Online,16170,12/9/2021
Kohl's,West,California,Los Angeles,Women's Street Footwear,39,231,450.45,Outlet,9009,5/27/2021
Sports Direct,South,Texas,Dallas,Men's Street Footwear,13,231,120.12,Outlet,3003,8/29/2021
Walmart,Southeast,Florida,Orlando,Women's Street Footwear,62,231,429.66,Outlet,14322,8/17/2021
Walmart,Southeast,Florida,Orlando,Men's Athletic Footwear,46,231,318.78,Outlet,10626,11/17/2021
Foot Locker,Southeast,Virginia,Richmond,Women's Apparel,82,231,757.68,Outlet,18942,6/24/2021
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,29,231,334.95,Outlet,6699,12/10/2021
West Gear,West,Oregon,Portland,Women's Apparel,74,231,512.82,Outlet,17094,6/24/2021
