Retailer,Region,State,City,Product,Price per Unit,Units Sold,Operating Profit,Sales Method,Total Sales,Month,Year,Day,Season,Date
Walmart,South,Texas,Houston,Men's Athletic Footwear,45,900,14175,Outlet,40500,10,2020,21,Q4,10/21/2020
Walmart,South,Texas,Houston,Women's Apparel,55,900,24750,Outlet,49500,10,2020,31,Q4,10/31/2020
West Gear,West,California,San Francisco,Men's Street Footwear,60,900,21600,Outlet,54000,12,2020,31,Q4,12/31/2020
West Gear,Southeast,Florida,Miami,Men's Athletic Footwear,60,900,18900,In-store,54000,9,2020,12,Q3,9/12/2020
West Gear,Southeast,Florida,Miami,Men's Athletic Footwear,60,900,18900,In-store,54000,9,2020,18,Q3,9/18/2020
Foot Locker,Northeast,New York,New York,Men's Apparel,60,875,15750,Outlet,52500,2,2020,10,Q1,2/10/2020
Walmart,Northeast,New York,New York,Men's Apparel,65,875,17062.5,Outlet,56875,4,2020,25,Q2,4/25/2020
Walmart,Northeast,New York,New York,Men's Apparel,65,875,17062.5,Outlet,56875,5,2020,1,Q2,5/1/2020
Sports Direct,South,Texas,Houston,Men's Street Footwear,30,875,9187.5,Outlet,26250,7,2020,31,Q3,7/31/2020
West Gear,West,California,San Francisco,Men's Street Footwear,60,875,18375,Outlet,52500,12,2020,25,Q4,12/25/2020
Sports Direct,Southeast,Florida,Miami,Men's Athletic Footwear,55,875,16843.75,In-store,48125,5,2020,24,Q2,5/24/2020
Foot Locker,Southeast,Florida,Miami,Women's Apparel,70,875,30625,In-store,61250,5,2020,24,Q2,5/24/2020
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,45,850,13387.5,In-store,38250,1,2020,4,Q1,1/4/2020
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,50,850,14875,Outlet,42500,2,2020,9,Q1,2/9/2020
Sports Direct,South,Texas,Houston,Men's Street Footwear,25,850,7437.5,Outlet,21250,7,2020,25,Q3,7/25/2020
Sports Direct,South,Texas,Houston,Men's Athletic Footwear,35,850,10412.5,Outlet,29750,7,2020,26,Q3,7/26/2020
Walmart,South,Texas,Houston,Men's Street Footwear,45,850,13387.5,Outlet,38250,9,2020,5,Q3,9/5/2020
Walmart,South,Texas,Houston,Men's Athletic Footwear,45,850,13387.5,Outlet,38250,9,2020,6,Q3,9/6/2020
Walmart,South,Texas,Houston,Women's Apparel,55,850,23375,Outlet,46750,9,2020,10,Q3,9/10/2020
Walmart,South,Texas,Houston,Women's Apparel,55,850,23375,Outlet,46750,10,2020,25,Q4,10/25/2020
Walmart,South,Texas,Houston,Women's Street Footwear,50,850,14875,Outlet,42500,10,2020,28,Q4,10/28/2020
West Gear,West,California,San Francisco,Men's Street Footwear,50,850,14875,Outlet,42500,11,2020,13,Q4,11/13/2020
Foot Locker,West,Washington,Seattle,Men's Athletic Footwear,45,850,13387.5,In-store,38250,8,2020,7,Q3,8/7/2020
Foot Locker,West,Washington,Seattle,Women's Street Footwear,35,850,7437.5,In-store,29750,8,2020,8,Q3,8/8/2020
Foot Locker,Southeast,Florida,Miami,Women's Apparel,45,850,19125,In-store,38250,8,2020,11,Q3,8/11/2020
Foot Locker,Southeast,Florida,Miami,Women's Apparel,45,850,19125,In-store,38250,8,2020,17,Q3,8/17/2020
Foot Locker,Southeast,Florida,Miami,Men's Athletic Footwear,50,850,14875,In-store,42500,9,2020,24,Q3,9/24/2020
Sports Direct,Southeast,Florida,Miami,Women's Apparel,70,850,29750,In-store,59500,10,2020,10,Q4,10/10/2020
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,45,825,12993.75,Outlet,37125,1,2020,22,Q1,1/22/2020
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,45,825,12993.75,Outlet,37125,2,2020,3,Q1,2/3/2020
Foot Locker,Northeast,New York,New York,Men's Apparel,60,825,14850,Outlet,49500,2,2020,4,Q1,2/4/2020
Walmart,South,Texas,Houston,Women's Street Footwear,50,825,14437.5,Outlet,41250,10,2020,22,Q4,10/22/2020
West Gear,West,California,San Francisco,Men's Street Footwear,40,825,11550,Outlet,33000,11,2020,7,Q4,11/7/2020
West Gear,West,Washington,Seattle,Men's Street Footwear,80,825,19800,In-store,66000,7,2020,1,Q3,7/1/2020
West Gear,Southeast,Florida,Miami,Women's Apparel,65,825,26812.5,In-store,53625,4,2020,24,Q2,4/24/2020
West Gear,Southeast,Florida,Miami,Men's Athletic Footwear,55,825,15881.25,In-store,45375,4,2020,24,Q2,4/24/2020
West Gear,Southeast,Florida,Miami,Women's Street Footwear,55,825,11343.75,In-store,45375,9,2020,13,Q3,9/13/2020
West Gear,Southeast,Florida,Miami,Women's Street Footwear,55,825,11343.75,In-store,45375,9,2020,19,Q3,9/19/2020
Sports Direct,Southeast,Florida,Miami,Women's Apparel,60,825,24750,In-store,49500,9,2020,28,Q3,9/28/2020
Sports Direct,Southeast,Florida,Miami,Men's Athletic Footwear,50,825,14437.5,In-store,41250,9,2020,30,Q3,9/30/2020
Sports Direct,Southeast,Florida,Miami,Women's Apparel,65,825,26812.5,In-store,53625,10,2020,4,Q4,10/4/2020
Sports Direct,Southeast,Florida,Miami,Women's Street Footwear,55,825,11343.75,In-store,45375,5,2020,24,Q2,5/24/2020
Foot Locker,Northeast,New York,New York,Women's Athletic Footwear,45,800,12600,Outlet,36000,1,2020,28,Q1,1/28/2020
Walmart,South,Texas,Houston,Women's Apparel,40,800,16000,Outlet,32000,8,2020,11,Q3,8/11/2020
Walmart,South,Texas,Houston,Women's Street Footwear,40,800,11200,Outlet,32000,8,2020,20,Q3,8/20/2020
Walmart,South,Texas,Houston,Men's Street Footwear,45,800,12600,Outlet,36000,9,2020,11,Q3,9/11/2020
Walmart,South,Texas,Houston,Men's Athletic Footwear,45,800,12600,Outlet,36000,9,2020,12,Q3,9/12/2020
Foot Locker,Southeast,Florida,Miami,Women's Street Footwear,35,800,7000,In-store,28000,8,2020,14,Q3,8/14/2020
West Gear,Southeast,Florida,Miami,Women's Apparel,45,800,18000,In-store,36000,4,2020,24,Q2,4/24/2020
West Gear,Southeast,Florida,Miami,Women's Street Footwear,50,800,10000,In-store,40000,9,2020,7,Q3,9/7/2020
West Gear,Southeast,Florida,Miami,Men's Apparel,65,800,18200,In-store,52000,9,2020,15,Q3,9/15/2020
Sports Direct,Southeast,Florida,Miami,Men's Athletic Footwear,50,800,14000,In-store,40000,10,2020,6,Q4,10/6/2020
Walmart,South,Texas,Houston,Women's Street Footwear,35,775,9493.75,Outlet,27125,8,2020,14,Q3,8/14/2020
West Gear,South,Texas,Houston,Men's Street Footwear,40,775,10850,Outlet,31000,11,2020,1,Q4,11/1/2020
West Gear,South,Texas,Houston,Men's Athletic Footwear,50,775,7750,Outlet,38750,11,2020,2,Q4,11/2/2020
West Gear,South,Texas,Houston,Women's Street Footwear,50,775,13562.5,Outlet,38750,11,2020,3,Q4,11/3/2020
West Gear,West,California,San Francisco,Women's Apparel,50,775,5812.5,Outlet,38750,11,2020,6,Q4,11/6/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,65,775,22668.75,In-store,50375,4,2020,20,Q2,4/20/2020
West Gear,West,Washington,Seattle,Men's Street Footwear,85,775,19762.5,In-store,65875,7,2020,7,Q3,7/7/2020
Foot Locker,Southeast,Florida,Miami,Women's Street Footwear,35,775,6781.25,In-store,27125,8,2020,20,Q3,8/20/2020
Foot Locker,Southeast,Florida,Miami,Women's Apparel,45,775,17437.5,In-store,34875,8,2020,23,Q3,8/23/2020
West Gear,Southeast,Florida,Miami,Men's Athletic Footwear,55,775,14918.75,In-store,42625,4,2020,24,Q2,4/24/2020
West Gear,Southeast,Florida,Miami,Women's Athletic Footwear,50,775,11625,In-store,38750,9,2020,8,Q3,9/8/2020
West Gear,Southeast,Florida,Miami,Men's Apparel,65,775,17631.25,In-store,50375,9,2020,9,Q3,9/9/2020
West Gear,Southeast,Florida,Miami,Women's Athletic Footwear,55,775,12787.5,In-store,42625,9,2020,14,Q3,9/14/2020
Foot Locker,Southeast,Florida,Miami,Women's Athletic Footwear,45,775,10462.5,In-store,34875,9,2020,20,Q3,9/20/2020
Sports Direct,Southeast,Florida,Miami,Women's Athletic Footwear,50,775,11625,In-store,38750,10,2020,8,Q4,10/8/2020
Sports Direct,Southeast,Florida,Miami,Women's Athletic Footwear,55,775,12787.5,In-store,42625,5,2020,24,Q2,5/24/2020
Foot Locker,Southeast,Florida,Miami,Men's Apparel,65,775,17631.25,In-store,50375,5,2020,24,Q2,5/24/2020
Walmart,South,Texas,Houston,Women's Athletic Footwear,40,750,13500,Outlet,30000,8,2020,21,Q3,8/21/2020
Walmart,South,Texas,Houston,Women's Street Footwear,50,750,13125,Outlet,37500,9,2020,13,Q3,9/13/2020
Walmart,South,Texas,Houston,Women's Apparel,55,750,20625,Outlet,41250,9,2020,16,Q3,9/16/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,60,750,18000,Outlet,45000,2,2020,7,Q1,2/7/2020
West Gear,West,Washington,Seattle,Men's Street Footwear,75,750,16875,In-store,56250,6,2020,25,Q2,6/25/2020
West Gear,West,Washington,Seattle,Men's Athletic Footwear,80,750,15000,In-store,60000,7,2020,8,Q3,7/8/2020
West Gear,West,Washington,Seattle,Men's Street Footwear,80,750,18000,In-store,60000,7,2020,31,Q3,7/31/2020
West Gear,West,Washington,Seattle,Men's Athletic Footwear,85,750,15937.5,In-store,63750,8,2020,1,Q3,8/1/2020
Foot Locker,Southeast,Florida,Miami,Men's Apparel,55,750,14437.5,In-store,41250,8,2020,10,Q3,8/10/2020
Foot Locker,Southeast,Florida,Miami,Men's Athletic Footwear,45,750,11812.5,In-store,33750,8,2020,13,Q3,8/13/2020
Foot Locker,Southeast,Florida,Miami,Men's Apparel,55,750,14437.5,In-store,41250,8,2020,16,Q3,8/16/2020
Foot Locker,Southeast,Florida,Miami,Men's Athletic Footwear,45,750,11812.5,In-store,33750,8,2020,19,Q3,8/19/2020
West Gear,Southeast,Florida,Miami,Women's Street Footwear,50,750,9375,In-store,37500,4,2020,24,Q2,4/24/2020
Foot Locker,Southeast,Florida,Miami,Men's Apparel,55,750,14437.5,In-store,41250,9,2020,21,Q3,9/21/2020
Sports Direct,Southeast,Florida,Miami,Women's Street Footwear,45,750,8437.5,In-store,33750,9,2020,25,Q3,9/25/2020
Sports Direct,Southeast,Florida,Miami,Men's Apparel,65,750,17062.5,In-store,48750,10,2020,9,Q4,10/9/2020
Sports Direct,Southeast,Florida,Miami,Women's Street Footwear,50,745,9312.5,In-store,37250,10,2020,7,Q4,10/7/2020
Sports Direct,South,Texas,Houston,Women's Street Footwear,35,725,8881.25,Outlet,25375,8,2020,8,Q3,8/8/2020
West Gear,West,California,San Francisco,Men's Athletic Footwear,50,725,7250,Outlet,36250,11,2020,8,Q4,11/8/2020
West Gear,West,California,San Francisco,Women's Street Footwear,50,725,12687.5,Outlet,36250,11,2020,9,Q4,11/9/2020
West Gear,West,California,San Francisco,Women's Street Footwear,65,725,16493.75,Outlet,47125,12,2020,27,Q4,12/27/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,60,725,21750,In-store,43500,4,2020,14,Q2,4/14/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,70,725,22837.5,In-store,50750,4,2020,26,Q2,4/26/2020
Foot Locker,Southeast,Florida,Miami,Men's Athletic Footwear,45,725,11418.75,In-store,32625,4,2020,24,Q2,4/24/2020
West Gear,Southeast,Florida,Miami,Women's Street Footwear,35,725,6343.75,In-store,25375,4,2020,24,Q2,4/24/2020
West Gear,Southeast,Florida,Miami,Men's Apparel,60,725,15225,In-store,43500,4,2020,24,Q2,4/24/2020
Sports Direct,Southeast,Florida,Miami,Women's Athletic Footwear,45,725,9787.5,In-store,32625,9,2020,26,Q3,9/26/2020
Sports Direct,Southeast,Florida,Miami,Men's Apparel,55,725,13956.25,In-store,39875,9,2020,27,Q3,9/27/2020
Sports Direct,Southeast,Florida,Miami,Women's Street Footwear,50,725,9062.5,In-store,36250,10,2020,1,Q4,10/1/2020
Sports Direct,Northeast,New York,New York,Women's Street Footwear,35,700,8575,Outlet,24500,7,2020,21,Q3,7/21/2020
Sports Direct,Northeast,New York,New York,Women's Athletic Footwear,35,700,11025,Outlet,24500,7,2020,22,Q3,7/22/2020
Sports Direct,South,Texas,Houston,Women's Apparel,35,700,12250,Outlet,24500,7,2020,24,Q3,7/24/2020
Sports Direct,South,Texas,Houston,Women's Apparel,35,700,12250,Outlet,24500,7,2020,30,Q3,7/30/2020
Sports Direct,South,Texas,Houston,Women's Street Footwear,35,700,8575,Outlet,24500,8,2020,2,Q3,8/2/2020
Walmart,South,Texas,Houston,Women's Athletic Footwear,40,700,12600,Outlet,28000,8,2020,15,Q3,8/15/2020
Walmart,South,Texas,Houston,Women's Athletic Footwear,40,700,12600,Outlet,28000,8,2020,27,Q3,8/27/2020
Walmart,South,Texas,Houston,Men's Apparel,45,700,9450,Outlet,31500,8,2020,28,Q3,8/28/2020
Walmart,South,Texas,Houston,Women's Athletic Footwear,50,700,15750,Outlet,35000,10,2020,29,Q4,10/29/2020
West Gear,West,California,San Francisco,Women's Apparel,50,700,5250,Outlet,35000,11,2020,12,Q4,11/12/2020
West Gear,West,California,San Francisco,Men's Athletic Footwear,60,700,8400,Outlet,42000,11,2020,14,Q4,11/14/2020
West Gear,West,California,San Francisco,Women's Street Footwear,60,700,14700,Outlet,42000,11,2020,15,Q4,11/15/2020
West Gear,West,California,San Francisco,Women's Apparel,60,700,6300,Outlet,42000,12,2020,24,Q4,12/24/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,60,700,18900,Outlet,42000,2,2020,1,Q1,2/1/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,65,700,18200,In-store,45500,2,2020,13,Q1,2/13/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,65,700,18200,In-store,45500,5,2020,20,Q2,5/20/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,70,700,12250,In-store,49000,5,2020,21,Q2,5/21/2020
Foot Locker,West,Washington,Seattle,Women's Athletic Footwear,40,700,8400,In-store,28000,8,2020,9,Q3,8/9/2020
West Gear,Southeast,Florida,Miami,Women's Athletic Footwear,50,700,10500,In-store,35000,4,2020,24,Q2,4/24/2020
Sports Direct,Southeast,Florida,Miami,Women's Athletic Footwear,50,700,10500,In-store,35000,10,2020,2,Q4,10/2/2020
Sports Direct,Southeast,Florida,Miami,Men's Apparel,60,700,14700,In-store,42000,10,2020,3,Q4,10/3/2020
Walmart,South,Texas,Houston,Women's Athletic Footwear,50,675,15187.5,Outlet,33750,10,2020,23,Q4,10/23/2020
West Gear,West,California,San Francisco,Men's Athletic Footwear,65,675,8775,Outlet,43875,12,2020,26,Q4,12/26/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,60,675,14175,In-store,40500,3,2020,9,Q1,3/9/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,65,675,8775,In-store,43875,3,2020,10,Q1,3/10/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,75,675,15187.5,In-store,50625,4,2020,27,Q2,4/27/2020
West Gear,West,Washington,Seattle,Women's Apparel,100,675,13500,In-store,67500,6,2020,30,Q2,6/30/2020
West Gear,West,Washington,Seattle,Men's Athletic Footwear,85,675,14343.75,In-store,57375,7,2020,2,Q3,7/2/2020
West Gear,Southeast,Florida,Miami,Women's Athletic Footwear,40,675,8100,In-store,27000,8,2020,15,Q3,8/15/2020
Foot Locker,Southeast,Florida,Miami,Men's Apparel,55,675,12993.75,In-store,37125,8,2020,22,Q3,8/22/2020
West Gear,Southeast,Florida,Miami,Men's Apparel,55,675,12993.75,In-store,37125,4,2020,24,Q2,4/24/2020
Sports Direct,South,Texas,Houston,Women's Apparel,40,650,13000,Outlet,26000,8,2020,5,Q3,8/5/2020
Walmart,South,Texas,Houston,Men's Apparel,45,650,8775,Outlet,29250,8,2020,22,Q3,8/22/2020
Walmart,South,Texas,Houston,Women's Athletic Footwear,40,650,11700,Outlet,26000,9,2020,2,Q3,9/2/2020
Walmart,South,Texas,Houston,Men's Apparel,45,650,8775,Outlet,29250,9,2020,3,Q3,9/3/2020
Walmart,South,Texas,Houston,Men's Apparel,45,650,8775,Outlet,29250,10,2020,24,Q4,10/24/2020
Walmart,South,Texas,Houston,Men's Apparel,45,650,8775,Outlet,29250,10,2020,30,Q4,10/30/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,70,650,11375,In-store,45500,2,2020,14,Q1,2/14/2020
West Gear,Southeast,Florida,Miami,Women's Athletic Footwear,40,650,7800,In-store,26000,4,2020,24,Q2,4/24/2020
Sports Direct,South,Texas,Houston,Women's Athletic Footwear,35,625,9843.75,Outlet,21875,7,2020,28,Q3,7/28/2020
Sports Direct,South,Texas,Houston,Women's Athletic Footwear,40,625,11250,Outlet,25000,8,2020,9,Q3,8/9/2020
Walmart,South,Texas,Houston,Women's Athletic Footwear,50,625,14062.5,Outlet,31250,9,2020,8,Q3,9/8/2020
Walmart,South,Texas,Houston,Men's Apparel,45,625,8437.5,Outlet,28125,9,2020,9,Q3,9/9/2020
West Gear,South,Texas,Houston,Women's Athletic Footwear,50,625,9375,Outlet,31250,11,2020,4,Q4,11/4/2020
West Gear,West,California,San Francisco,Women's Athletic Footwear,60,625,11250,Outlet,37500,12,2020,28,Q4,12/28/2020
West Gear,West,Colorado,Denver,Women's Apparel,85,625,15937.5,In-store,53125,4,2020,19,Q2,4/19/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,70,625,13125,In-store,43750,4,2020,21,Q2,4/21/2020
West Gear,West,Washington,Seattle,Men's Athletic Footwear,80,625,12500,In-store,50000,6,2020,26,Q2,6/26/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,80,625,12500,In-store,50000,6,2020,27,Q2,6/27/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,85,625,13281.25,In-store,53125,7,2020,3,Q3,7/3/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,75,625,11718.75,In-store,46875,7,2020,9,Q3,7/9/2020
West Gear,West,Washington,Seattle,Men's Athletic Footwear,65,625,10156.25,In-store,40625,7,2020,26,Q3,7/26/2020
Foot Locker,Southeast,Florida,Miami,Women's Athletic Footwear,40,625,7500,In-store,25000,8,2020,21,Q3,8/21/2020
Sports Direct,South,Texas,Houston,Women's Athletic Footwear,40,600,10800,Outlet,24000,8,2020,3,Q3,8/3/2020
Walmart,South,Texas,Houston,Men's Apparel,45,600,8100,Outlet,27000,8,2020,16,Q3,8/16/2020
Walmart,South,Texas,Houston,Women's Athletic Footwear,50,600,13500,Outlet,30000,9,2020,14,Q3,9/14/2020
West Gear,West,California,San Francisco,Women's Athletic Footwear,60,600,10800,Outlet,36000,12,2020,22,Q4,12/22/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,80,600,12000,Outlet,48000,2,2020,6,Q1,2/6/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,65,600,9750,Outlet,39000,2,2020,8,Q1,2/8/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,60,600,12600,In-store,36000,2,2020,19,Q1,2/19/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,65,600,7800,In-store,39000,2,2020,20,Q1,2/20/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,65,600,15600,In-store,39000,5,2020,2,Q2,5/2/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,70,600,10500,In-store,42000,5,2020,3,Q2,5/3/2020
West Gear,West,Washington,Seattle,Men's Street Footwear,70,600,12600,In-store,42000,7,2020,13,Q3,7/13/2020
West Gear,West,Washington,Seattle,Men's Athletic Footwear,75,600,11250,In-store,45000,7,2020,14,Q3,7/14/2020
West Gear,West,Washington,Seattle,Men's Street Footwear,60,600,10800,In-store,36000,7,2020,25,Q3,7/25/2020
Walmart,South,Texas,Houston,Men's Apparel,45,575,7762.5,Outlet,25875,9,2020,15,Q3,9/15/2020
West Gear,West,California,San Francisco,Men's Apparel,55,575,15812.5,Outlet,31625,11,2020,5,Q4,11/5/2020
West Gear,West,California,San Francisco,Women's Athletic Footwear,50,575,8625,Outlet,28750,11,2020,10,Q4,11/10/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,60,575,12075,In-store,34500,3,2020,3,Q1,3/3/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,65,575,7475,In-store,37375,3,2020,4,Q1,3/4/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,65,575,13081.25,In-store,37375,4,2020,15,Q2,4/15/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,65,575,18687.5,In-store,37375,4,2020,16,Q2,4/16/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,70,575,18112.5,In-store,40250,4,2020,22,Q2,4/22/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,55,575,12650,In-store,31625,5,2020,14,Q2,5/14/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,60,575,8625,In-store,34500,5,2020,15,Q2,5/15/2020
West Gear,West,Washington,Seattle,Men's Street Footwear,50,575,8625,In-store,28750,6,2020,7,Q2,6/7/2020
West Gear,West,Washington,Seattle,Men's Apparel,85,575,12218.75,In-store,48875,7,2020,5,Q3,7/5/2020
West Gear,West,Washington,Seattle,Women's Apparel,100,575,11500,In-store,57500,7,2020,6,Q3,7/6/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,75,575,12937.5,In-store,43125,7,2020,10,Q3,7/10/2020
West Gear,West,Washington,Seattle,Men's Apparel,75,575,10781.25,In-store,43125,7,2020,11,Q3,7/11/2020
West Gear,West,Washington,Seattle,Women's Apparel,95,575,10925,In-store,54625,8,2020,5,Q3,8/5/2020
Sports Direct,South,Texas,Houston,Men's Apparel,40,550,6600,Outlet,22000,7,2020,23,Q3,7/23/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,45,550,9900,Outlet,24750,1,2020,14,Q1,1/14/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,60,550,13200,Outlet,33000,1,2020,20,Q1,1/20/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,60,550,14850,Outlet,33000,1,2020,26,Q1,1/26/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,65,550,10725,Outlet,35750,2,2020,2,Q1,2/2/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,65,550,16087.5,Outlet,35750,2,2020,3,Q1,2/3/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,65,550,14300,In-store,35750,2,2020,9,Q1,2/9/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,60,550,11550,In-store,33000,2,2020,25,Q1,2/25/2020
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,65,550,7150,In-store,35750,2,2020,26,Q1,2/26/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,40,550,7700,In-store,22000,3,2020,27,Q1,3/27/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,70,550,17325,In-store,38500,4,2020,28,Q2,4/28/2020
West Gear,West,Washington,Seattle,Men's Street Footwear,40,550,6600,In-store,22000,6,2020,1,Q2,6/1/2020
West Gear,West,Washington,Seattle,Men's Street Footwear,70,550,11550,In-store,38500,6,2020,13,Q2,6/13/2020
West Gear,West,Washington,Seattle,Men's Street Footwear,60,550,9900,In-store,33000,6,2020,19,Q2,6/19/2020
West Gear,West,Washington,Seattle,Men's Street Footwear,60,550,9900,In-store,33000,7,2020,19,Q3,7/19/2020
West Gear,West,Washington,Seattle,Men's Athletic Footwear,65,550,8937.5,In-store,35750,7,2020,20,Q3,7/20/2020
West Gear,West,Washington,Seattle,Women's Apparel,95,550,10450,In-store,52250,7,2020,30,Q3,7/30/2020
West Gear,West,Washington,Seattle,Women's Street Footwear,80,550,11000,In-store,44000,8,2020,2,Q3,8/2/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,80,550,13200,In-store,44000,8,2020,3,Q3,8/3/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,550,9625,Outlet,27500,11,2020,22,Q4,11/22/2020
Walmart,South,Texas,Houston,Men's Apparel,45,525,7087.5,Outlet,23625,8,2020,10,Q3,8/10/2020
West Gear,West,California,San Francisco,Men's Apparel,65,525,17062.5,Outlet,34125,12,2020,29,Q4,12/29/2020
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,35,525,7350,Outlet,18375,1,2020,8,Q1,1/8/2020
West Gear,West,Nevada,Las Vegas,Women's Street Footwear,65,525,13650,In-store,34125,2,2020,15,Q1,2/15/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,30,525,5512.5,In-store,15750,3,2020,21,Q1,3/21/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,60,525,11025,In-store,31500,4,2020,2,Q2,4/2/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,60,525,15750,In-store,31500,4,2020,8,Q2,4/8/2020
West Gear,West,Colorado,Denver,Men's Apparel,70,525,22050,In-store,36750,4,2020,24,Q2,4/24/2020
West Gear,West,Colorado,Denver,Women's Apparel,85,525,11156.25,In-store,44625,4,2020,25,Q2,4/25/2020
West Gear,West,Colorado,Denver,Men's Street Footwear,55,525,11550,In-store,28875,5,2020,8,Q2,5/8/2020
West Gear,West,Colorado,Denver,Men's Athletic Footwear,60,525,7875,In-store,31500,5,2020,9,Q2,5/9/2020
West Gear,West,Colorado,Denver,Women's Apparel,80,525,8400,In-store,42000,5,2020,25,Q2,5/25/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,80,525,12600,In-store,42000,7,2020,4,Q3,7/4/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,50,525,9187.5,Outlet,26250,11,2020,28,Q4,11/28/2020
Sports Direct,South,Texas,Houston,Men's Apparel,45,500,6750,Outlet,22500,8,2020,4,Q3,8/4/2020
West Gear,West,California,San Francisco,Men's Apparel,55,500,13750,Outlet,27500,11,2020,11,Q4,11/11/2020
West Gear,West,California,San Francisco,Men's Apparel,65,500,16250,Outlet,32500,12,2020,23,Q4,12/23/2020
West Gear,West,Nevada,Las Vegas,Men's Apparel,65,500,17875,In-store,32500,2,2020,11,Q1,2/11/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,80,500,8000,In-store,40000,2,2020,12,Q1,2/12/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,75,500,5625,In-store,37500,3,2020,14,Q1,3/14/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,70,500,14000,In-store,35000,4,2020,29,Q2,4/29/2020
West Gear,West,Colorado,Denver,Men's Apparel,75,500,22500,In-store,37500,4,2020,30,Q2,4/30/2020
West Gear,West,Colorado,Denver,Women's Apparel,80,500,8000,In-store,40000,5,2020,19,Q2,5/19/2020
West Gear,West,Colorado,Denver,Women's Street Footwear,65,500,13000,In-store,32500,5,2020,22,Q2,5/22/2020
West Gear,West,Colorado,Denver,Women's Athletic Footwear,65,500,11375,In-store,32500,5,2020,23,Q2,5/23/2020
West Gear,West,Washington,Seattle,Women's Apparel,50,500,5000,In-store,25000,5,2020,31,Q2,5/31/2020
West Gear,West,Washington,Seattle,Women's Apparel,80,500,8000,In-store,40000,6,2020,24,Q2,6/24/2020
West Gear,West,Washington,Seattle,Women's Athletic Footwear,80,500,12000,In-store,40000,6,2020,28,Q2,6/28/2020
Foot Locker,Midwest,Minnesota,Minneapolis,Men's Street Footwear,35,500,6125,In-store,17500,10,2020,23,Q4,10/23/2020
West Gear,West,Nevada,Las Vegas,Women's Apparel,45,475,4275,Outlet,21375,1,2020,7,Q1,1/7/2020
West Gear,West,Nevada,Las Vegas,Women's Athletic Footwear,65,475,10806.25,In-store,30875,2,2020,16,Q1,2/16/2020
